Tue Aug  4 14:59:42 2020
Program 4: 60s Stillstand
{'Time': 9646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 2.85, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 1135}
{'Time': 35170, 'Left_wheel_dist': 6365, 'Right_wheel_dist': 2749, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 3.41, 'IMU_Acc_x': -0.30, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 35277, 'Left_wheel_dist': 6341, 'Right_wheel_dist': 2727, 'IMU_roll': 0.03, 'IMU_pitch': -0.01, 'IMU_yaw': 3.37, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 35377, 'Left_wheel_dist': 6317, 'Right_wheel_dist': 2703, 'IMU_roll': -0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 3.38, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 35476, 'Left_wheel_dist': 6295, 'Right_wheel_dist': 2679, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.36, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 35575, 'Left_wheel_dist': 6273, 'Right_wheel_dist': 2658, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 3.30, 'IMU_Acc_x': 0.29, 'IMU_Acc_y': -0.34, 'IMU_Acc_z': 9.91, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 35675, 'Left_wheel_dist': 6251, 'Right_wheel_dist': 2638, 'IMU_roll': -0.06, 'IMU_pitch': 0.03, 'IMU_yaw': 3.27, 'IMU_Acc_x': 0.27, 'IMU_Acc_y': -0.40, 'IMU_Acc_z': 9.71, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 35773, 'Left_wheel_dist': 6225, 'Right_wheel_dist': 2625, 'IMU_roll': -0.08, 'IMU_pitch': -0.00, 'IMU_yaw': 3.23, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.83, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 35872, 'Left_wheel_dist': 6199, 'Right_wheel_dist': 2616, 'IMU_roll': -0.07, 'IMU_pitch': -0.01, 'IMU_yaw': 3.18, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 10.14, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 35973, 'Left_wheel_dist': 6168, 'Right_wheel_dist': 2605, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.11, 'IMU_Acc_x': -0.30, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 36072, 'Left_wheel_dist': 6133, 'Right_wheel_dist': 2594, 'IMU_roll': 0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 3.05, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.13, 'IMU_Acc_z': 9.94, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36172, 'Left_wheel_dist': 6099, 'Right_wheel_dist': 2579, 'IMU_roll': -0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 2.99, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36273, 'Left_wheel_dist': 6066, 'Right_wheel_dist': 2559, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 2.92, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.79, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 36372, 'Left_wheel_dist': 6033, 'Right_wheel_dist': 2540, 'IMU_roll': 0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 2.85, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36480, 'Left_wheel_dist': 5998, 'Right_wheel_dist': 2514, 'IMU_roll': 0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 2.79, 'IMU_Acc_x': -0.20, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 36578, 'Left_wheel_dist': 5972, 'Right_wheel_dist': 2488, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 2.78, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': 0.26, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36677, 'Left_wheel_dist': 5942, 'Right_wheel_dist': 2459, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 2.73, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': 0.44, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36776, 'Left_wheel_dist': 5913, 'Right_wheel_dist': 2426, 'IMU_roll': 0.05, 'IMU_pitch': -0.03, 'IMU_yaw': 2.70, 'IMU_Acc_x': -0.36, 'IMU_Acc_y': 0.29, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36875, 'Left_wheel_dist': 5887, 'Right_wheel_dist': 2392, 'IMU_roll': 0.03, 'IMU_pitch': -0.04, 'IMU_yaw': 2.71, 'IMU_Acc_x': -0.29, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 36974, 'Left_wheel_dist': 5859, 'Right_wheel_dist': 2350, 'IMU_roll': 0.03, 'IMU_pitch': -0.02, 'IMU_yaw': 2.69, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 10.12, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37074, 'Left_wheel_dist': 5828, 'Right_wheel_dist': 2307, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 2.68, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.29, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37173, 'Left_wheel_dist': 5800, 'Right_wheel_dist': 2269, 'IMU_roll': -0.04, 'IMU_pitch': 0.01, 'IMU_yaw': 2.66, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37279, 'Left_wheel_dist': 5771, 'Right_wheel_dist': 2235, 'IMU_roll': -0.03, 'IMU_pitch': 0.00, 'IMU_yaw': 2.60, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 37380, 'Left_wheel_dist': 5741, 'Right_wheel_dist': 2206, 'IMU_roll': -0.04, 'IMU_pitch': 0.00, 'IMU_yaw': 2.57, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.54, 'IMU_Acc_z': 9.85, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 37478, 'Left_wheel_dist': 5710, 'Right_wheel_dist': 2178, 'IMU_roll': -0.04, 'IMU_pitch': -0.01, 'IMU_yaw': 2.51, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.87, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 37577, 'Left_wheel_dist': 5682, 'Right_wheel_dist': 2150, 'IMU_roll': -0.02, 'IMU_pitch': -0.01, 'IMU_yaw': 2.45, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37677, 'Left_wheel_dist': 5652, 'Right_wheel_dist': 2119, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 2.39, 'IMU_Acc_x': -0.28, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.72, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 37775, 'Left_wheel_dist': 5621, 'Right_wheel_dist': 2091, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 2.34, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.91, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37874, 'Left_wheel_dist': 5597, 'Right_wheel_dist': 2064, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 2.28, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': 0.23, 'IMU_Acc_z': 9.67, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 37974, 'Left_wheel_dist': 5571, 'Right_wheel_dist': 2036, 'IMU_roll': 0.01, 'IMU_pitch': -0.03, 'IMU_yaw': 2.23, 'IMU_Acc_x': -0.23, 'IMU_Acc_y': 0.19, 'IMU_Acc_z': 9.73, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 38081, 'Left_wheel_dist': 5542, 'Right_wheel_dist': 2006, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 2.18, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 10.01, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 38180, 'Left_wheel_dist': 5516, 'Right_wheel_dist': 1975, 'IMU_roll': -0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 2.14, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 10.14, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 38280, 'Left_wheel_dist': 5492, 'Right_wheel_dist': 1942, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 2.09, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.65, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 38379, 'Left_wheel_dist': 5466, 'Right_wheel_dist': 1910, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 2.04, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 38478, 'Left_wheel_dist': 5436, 'Right_wheel_dist': 1879, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 1.99, 'IMU_Acc_x': -0.26, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 38578, 'Left_wheel_dist': 5409, 'Right_wheel_dist': 1849, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 1.94, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.75, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 38678, 'Left_wheel_dist': 5379, 'Right_wheel_dist': 1820, 'IMU_roll': -0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 1.88, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 38777, 'Left_wheel_dist': 5344, 'Right_wheel_dist': 1790, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 1.83, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': -0.23, 'IMU_Acc_z': 9.55, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 38877, 'Left_wheel_dist': 5309, 'Right_wheel_dist': 1755, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 1.78, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 10.50, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 38976, 'Left_wheel_dist': 5272, 'Right_wheel_dist': 1718, 'IMU_roll': 0.01, 'IMU_pitch': 0.06, 'IMU_yaw': 1.73, 'IMU_Acc_x': 0.00, 'IMU_Acc_y': 0.24, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39075, 'Left_wheel_dist': 5237, 'Right_wheel_dist': 1683, 'IMU_roll': 0.01, 'IMU_pitch': 0.08, 'IMU_yaw': 1.69, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': 0.21, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39175, 'Left_wheel_dist': 5204, 'Right_wheel_dist': 1650, 'IMU_roll': 0.03, 'IMU_pitch': 0.06, 'IMU_yaw': 1.67, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': 0.31, 'IMU_Acc_z': 9.70, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 39282, 'Left_wheel_dist': 5174, 'Right_wheel_dist': 1611, 'IMU_roll': 0.05, 'IMU_pitch': 0.06, 'IMU_yaw': 1.66, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.56, 'IMU_Acc_z': 9.94, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 39382, 'Left_wheel_dist': 5150, 'Right_wheel_dist': 1574, 'IMU_roll': 0.04, 'IMU_pitch': 0.05, 'IMU_yaw': 1.66, 'IMU_Acc_x': 0.24, 'IMU_Acc_y': 0.43, 'IMU_Acc_z': 9.74, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 39480, 'Left_wheel_dist': 5130, 'Right_wheel_dist': 1532, 'IMU_roll': 0.02, 'IMU_pitch': 0.06, 'IMU_yaw': 1.67, 'IMU_Acc_x': 0.22, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39579, 'Left_wheel_dist': 5113, 'Right_wheel_dist': 1495, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 1.68, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.83, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39678, 'Left_wheel_dist': 5095, 'Right_wheel_dist': 1463, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 1.69, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': 0.18, 'IMU_Acc_z': 9.68, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39777, 'Left_wheel_dist': 5076, 'Right_wheel_dist': 1430, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 1.70, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.61, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39876, 'Left_wheel_dist': 5058, 'Right_wheel_dist': 1397, 'IMU_roll': -0.03, 'IMU_pitch': 0.03, 'IMU_yaw': 1.71, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.99, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 39975, 'Left_wheel_dist': 5037, 'Right_wheel_dist': 1365, 'IMU_roll': -0.03, 'IMU_pitch': -0.00, 'IMU_yaw': 1.73, 'IMU_Acc_x': -0.14, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.43, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 40075, 'Left_wheel_dist': 5015, 'Right_wheel_dist': 1332, 'IMU_roll': -0.05, 'IMU_pitch': 0.00, 'IMU_yaw': 1.74, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.99, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 40181, 'Left_wheel_dist': 4989, 'Right_wheel_dist': 1301, 'IMU_roll': -0.03, 'IMU_pitch': -0.04, 'IMU_yaw': 1.74, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 40281, 'Left_wheel_dist': 4958, 'Right_wheel_dist': 1277, 'IMU_roll': -0.02, 'IMU_pitch': -0.04, 'IMU_yaw': 1.74, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.33, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 40378, 'Left_wheel_dist': 4928, 'Right_wheel_dist': 1251, 'IMU_roll': -0.01, 'IMU_pitch': -0.07, 'IMU_yaw': 1.75, 'IMU_Acc_x': -0.27, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.86, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 40477, 'Left_wheel_dist': 4899, 'Right_wheel_dist': 1227, 'IMU_roll': -0.02, 'IMU_pitch': -0.04, 'IMU_yaw': 1.77, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 10.27, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 40578, 'Left_wheel_dist': 4873, 'Right_wheel_dist': 1201, 'IMU_roll': -0.02, 'IMU_pitch': -0.08, 'IMU_yaw': 1.79, 'IMU_Acc_x': -0.67, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 8.88, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 40676, 'Left_wheel_dist': 4843, 'Right_wheel_dist': 1170, 'IMU_roll': -0.02, 'IMU_pitch': -0.07, 'IMU_yaw': 1.82, 'IMU_Acc_x': 0.28, 'IMU_Acc_y': 0.16, 'IMU_Acc_z': 10.45, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 40782, 'Left_wheel_dist': 4816, 'Right_wheel_dist': 1138, 'IMU_roll': -0.03, 'IMU_pitch': -0.04, 'IMU_yaw': 1.86, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.71, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 40881, 'Left_wheel_dist': 4792, 'Right_wheel_dist': 1109, 'IMU_roll': -0.04, 'IMU_pitch': -0.08, 'IMU_yaw': 1.90, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': 0.07, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 40981, 'Left_wheel_dist': 4768, 'Right_wheel_dist': 1081, 'IMU_roll': -0.03, 'IMU_pitch': -0.06, 'IMU_yaw': 1.97, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41080, 'Left_wheel_dist': 4744, 'Right_wheel_dist': 1053, 'IMU_roll': -0.07, 'IMU_pitch': -0.05, 'IMU_yaw': 2.04, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.69, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41180, 'Left_wheel_dist': 4725, 'Right_wheel_dist': 1024, 'IMU_roll': -0.05, 'IMU_pitch': -0.08, 'IMU_yaw': 2.11, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': 0.17, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 41279, 'Left_wheel_dist': 4703, 'Right_wheel_dist': 994, 'IMU_roll': -0.06, 'IMU_pitch': -0.07, 'IMU_yaw': 2.17, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.88, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41378, 'Left_wheel_dist': 4681, 'Right_wheel_dist': 965, 'IMU_roll': -0.07, 'IMU_pitch': -0.04, 'IMU_yaw': 2.25, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 41477, 'Left_wheel_dist': 4659, 'Right_wheel_dist': 937, 'IMU_roll': -0.06, 'IMU_pitch': -0.06, 'IMU_yaw': 2.31, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 41584, 'Left_wheel_dist': 4635, 'Right_wheel_dist': 907, 'IMU_roll': -0.07, 'IMU_pitch': -0.05, 'IMU_yaw': 2.40, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.92, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 41682, 'Left_wheel_dist': 4616, 'Right_wheel_dist': 883, 'IMU_roll': -0.06, 'IMU_pitch': -0.04, 'IMU_yaw': 2.47, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41781, 'Left_wheel_dist': 4594, 'Right_wheel_dist': 856, 'IMU_roll': -0.05, 'IMU_pitch': -0.05, 'IMU_yaw': 2.53, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41880, 'Left_wheel_dist': 4568, 'Right_wheel_dist': 832, 'IMU_roll': -0.07, 'IMU_pitch': -0.01, 'IMU_yaw': 2.60, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.22, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 41979, 'Left_wheel_dist': 4544, 'Right_wheel_dist': 811, 'IMU_roll': -0.06, 'IMU_pitch': -0.02, 'IMU_yaw': 2.68, 'IMU_Acc_x': -0.03, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42078, 'Left_wheel_dist': 4522, 'Right_wheel_dist': 787, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 2.74, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 42177, 'Left_wheel_dist': 4500, 'Right_wheel_dist': 765, 'IMU_roll': -0.05, 'IMU_pitch': -0.02, 'IMU_yaw': 2.80, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': 0.08, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42285, 'Left_wheel_dist': 4474, 'Right_wheel_dist': 739, 'IMU_roll': -0.02, 'IMU_pitch': -0.00, 'IMU_yaw': 2.84, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 42383, 'Left_wheel_dist': 4448, 'Right_wheel_dist': 717, 'IMU_roll': -0.05, 'IMU_pitch': -0.01, 'IMU_yaw': 2.87, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42482, 'Left_wheel_dist': 4424, 'Right_wheel_dist': 695, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 2.91, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42582, 'Left_wheel_dist': 4400, 'Right_wheel_dist': 673, 'IMU_roll': -0.04, 'IMU_pitch': -0.00, 'IMU_yaw': 2.94, 'IMU_Acc_x': -0.19, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 42680, 'Left_wheel_dist': 4374, 'Right_wheel_dist': 649, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 2.99, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.12, 'IMU_Acc_z': 9.89, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42779, 'Left_wheel_dist': 4350, 'Right_wheel_dist': 628, 'IMU_roll': -0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 3.01, 'IMU_Acc_x': -0.25, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.70, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 42880, 'Left_wheel_dist': 4326, 'Right_wheel_dist': 601, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 3.02, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.83, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 42978, 'Left_wheel_dist': 4304, 'Right_wheel_dist': 575, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.05, 'IMU_Acc_x': -0.00, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 43078, 'Left_wheel_dist': 4278, 'Right_wheel_dist': 547, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 3.07, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 43179, 'Left_wheel_dist': 4254, 'Right_wheel_dist': 518, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.08, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 43278, 'Left_wheel_dist': 4232, 'Right_wheel_dist': 494, 'IMU_roll': -0.02, 'IMU_pitch': -0.02, 'IMU_yaw': 3.11, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 43385, 'Left_wheel_dist': 4210, 'Right_wheel_dist': 468, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.13, 'IMU_Acc_x': -0.13, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.83, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 43485, 'Left_wheel_dist': 4184, 'Right_wheel_dist': 444, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 3.14, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.30, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 43584, 'Left_wheel_dist': 4158, 'Right_wheel_dist': 420, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.14, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': 0.11, 'IMU_Acc_z': 9.73, 'Loop_dt': 18, 'Acc_Accu': 9}
